scaf_smi,frag_size
*=*1**2***13*(=*)**31****21,15
*=*1***2***3*=**(=*)*3=**2=*1,16
*1***2*****2*1,10
*=*1(=*)****2**3:*:*:*:*:*:3*2*1,16
*1**2:*(:*:*3:*:*:*:*:*:2:3)*=*1,13
**(=*)*********(*)(*)=*,15
***(*)**(=*)***(=*)=*,12
*1**2***(*1)*=*2,9
***(=*)(**)**,8
*1=**2=**=**2=*1,8
*1**2*(=***23**3)*=*1,11
***(=*)****(*)=**,11
*=*1***2(****2)**1,11
*1**2****3:*:*:*:*(:*:32)*1,13
*1**2=*(*1)*1***(*1)*2,11
*=*1***2=**(***=*1)**2=*,14
**(=*)***(=*)***(=*)=*,12
*=*1***=*2**=***12,11
*=*1*2***3*****3(*2)*1=*,14
*****(**(*)*)**(*)*,13
*=*1*=**(=*)*2:*:*3:*(:*:*:21)****3,16
*=*1**=****=***1=*,12
***#**=*1**(=*)*2:*:*:*:*:*:21,15
*1***=****2**2**1,12
***1:*:*:*2:*:*:*:*:*:2:*:1,12
**(**(*)=*)*=**#*,10
*=*1****2:*:*:*:*:21,10
**=*****(*)*,9
*=*1***2:*(:*:*3:*:*(=*):*:*(=*):*:2:3)*1,16
*****(*)***(*)(*)***,14
*=*1***2(***=*2)**1,11
*=*1***(=*)*2*1*****2(=*)=*,15
*=*1*2****2*2*=***21,12
*1****2:*:*:*:*:*:2**1,12
***1:*:*:*(=*):*2:*:*:*:*:*:1:2,13
*:*(:*)*=*1******1,11
******(**)****,12
*****(*)(=*)*(=*)**,11
*=*1**2=*(*=*1)*(=*)***2,12
*=*1**=**2*3**(=*)*(=*)*3***21,16
***(=*)*********=*,14
*=*1**2*1****13****(**21)*3,16
**(*)(*)*****=*,10
**(*)**:*,6
*1**2:*:*3:*(:*:*:2*1)**=***3,14
**(=*)***(=*)***(=*)*=*(*)*=*,16
*=*1****12***1=*(***1)*2,14
**(*)**(*)(*)***(*)=*,12
**(*)****(*)*(=*)*(*)*,13
*1:*:*:*2:*(:*:1)*1:*:*:*:*3:*:*:*:*2:*:1:3,16
*=*1*******2*(****2=*)*1,16
************(*)*,14
*1***2**(**1)*1:*:*:*:*:*:1*2,15
**=*1******1,9
*:*:*:*:*:*(:*):*(:*):*:*,11
*=*1**2**3*****3=**2*1=*,15
*1***2(*1)****1:*:*:*:*:12,13
**(=*)*(*)=*,6
**(=**#*)*#*,7
*1**2*=**3:*:*:*:*:3*2=*1,12
*=****(=*)***(=*)=*,11
*=*1(=*)*****=*1,9
*1***2**2**1,8
*=*1***2***(=*)*3:*:*:*1:*:32,14
*=*(:*):*(:*:*):*:*,8
*****(=*)**(=*)(=*)**,12
********(=*)***,12
*=*1*2**=**1*1**3:*:*:*:*:*:3*12,16
*=*1****2*****2*1,12
*1*=**2*3*=**4*(*13)*24,11
*=*1**2:*:*:*:*:*:2*2*****21,15
*:*:*,3
*=*1*(=*)*2:*:*:*:*:2*1=*,11
*=*1**2***(=*)*=**2*1,12
*=*1**(=*)*2(***3****3*2)*=*1,16
*=*1****2***3**(**=*3)**21,16
*=*1**(=*)(=*)**2:*1:*:*1:*:*:*:*:*:2:1,16
****(=*)***(*)*(=*)***,14
*=*1**23*****2***1*3,13
*=*1*2**2*(=*)*2:*:*:*:*:*:21,13
*=*1*2*=****2*2=*****12,14
*1**2**2**2**=**2***2**12,16
*=*(*:*:*:*:*)*1:*:*:*:*:*:1,13
**(*)**(=*)*(**(*)=*)*=*,13
*1**=*2**=**2*1,9
*=*1*2:*:*:*:*:*:2**12*****2,15
**(*)**(=*)****#*,11
*=*1********(=*)**1,13
*****(=*)*=*,8
*=*1**********=***1,15
*=*1(=*)*2****1**2,10
*1*2*(=**3:*:*:*:*:31)**1:*:*:*:*:*:12,16
*1**2**=**3***4**43**2*1,15
*=*1***2(***=**2)*1,11
*****(=*)(=*)**(=*)**,12
*=*1**2*=**3:*:*:*:*:*:3*2*1=*,15
*=*1**2*(***3*****32)*=*1,15
******(=*)**(**)*(*)=*,14
**=**(*)(=*)=*,7
*1=**2*3:*:*:*:*:*:3*1*1:*:*:*:*:*:12,16
*=*1**2=*(*=*1)*1**(=*)*(=*)*1**2,16
**(***=*)***(*)(*)=*,12
*1**2**3:*:*:*:*:3**23**3*1,14
**(*=*)*(=*)=*,7
*=*1:*:*2:*(:*(=*):*:1)**1=*****1=*2,16
**(*)**(**(=*)*(*)*)*(*)=*,14
***(**)**(=*)*(*)*,11
*=*1**2*****=****2*1=*,15
**(*)*(=*)=**#*,8
*=*1**=**=****2**2***=*1,16
******(=*)**(=*)***(*)=*,15
*=*1**2***(*2)**2:*:*:*:*:*:21,15
*=*1*=*2**3****3*2=**1=*,14
****=******(=*)***(*)=*,16
***(=*)*(*)***(*)=*,11
***(=*)***(=*)**(*)*,12
*1**=**2*(*1)***1****12,14
**(**=*)*(=*)**(*)(*)*,12
****(:*):*:*,7
**=*(*)*,5
*=*1****2**3:*:*:*:*:*:3*=*21,15
*=*1**2*=**3***2(*3)*=*1,13
*1**2***=*2**2***=*2*1,14
***(*)*(=*)(=*)**=*,10
**(*)*=*1**2*****2*1,13
***(*)*(*=*)*(*)*(*)=*,12
*=*1*2:*:*:*:*:*:2**12****=**2,16
*=*1:*:*:*2:*:*3:*:*:*:*:3:*:*:2:*:1,14
*=*1***2=**(=*)*=**2=*1,12
**=*1****2:*:*:*:*:21,11
*=*1*=**2=****3**312,11
**(*)(*)**(=*)***(*)(=*)=*,13
**(*)**(**=*)*=*,10
*=*1*2***(=*)(=*)*2*2:*:*:*:*:*:21,15
*=*1***(=*)*2:*(:*:*3:*:*:*:*:*:2:3)*1,16
*=*1(=*)***2(***=**2)**1,13
**(*)**(=*)*(*)*(*)*=*,12
**=*(*)****(*)=*,10
*=*1:*2:*:*:*:*:*:2:*:*2:*:*:*:*:*:1:2,15
*=*1*=*2****2=**1=*,11
*=*1**2****2*2=*1****2,14
****(**(*)(*)=*)*(*)=*,12
*=*1**(=*)*2****21,10
*=*1***(=*)*2*1*(=*)***2=*,14
*1**2**3*=***2*3*1,11
*=*1**2***=****=****1=*2,16
**1:*:*:*:*:1**:*:*:*:*,12
*=*1*2***(*2)*2=*1**1****1*2,16
**(*)**(**=*)*(=*)=*,11
*=*1**2**3*=**=**3*2*=*1,14
*=*1****2**(*=*1)*1*****21,16
***(**)*****=*,11
***(=*)**(*(*)**(*)(*)*)*(*)=*,16
*1****=*****=****1,14
***(=*)***(=*)*(*)*,11
*=*1****12*****2,11
**(*=*)*(=*)*(*)=*,9
*1**2*=**3:*:*:*:*:*:3*2*1,13
*=*1**2(**2)*=*1,8
*=*1***23*4****2*1***3**4,16
*=*(*=*1**=**=*1)*=*1**=**=*1,16
**1*****2:*:*:*:*:*:21,12
*=*1**2***=***(=*)*=**2*1,15
*1**2:*:*:*:*3:*:*4:*:*:*:*1:*:4:*:2:3,15
**(*)(*)**(*)(=*)=*,9
*=*1:*:*:*2:*:1***=*2,10
*=*1*******=**1=*,12
*=*1*=***12****2,10
*=*1***2:*:*3:*(:*:*:21)***3,13
*.*****,6
*=*1***12***2,8
*=*1*2=*****2**2=*1****2,15
*1**2**=**2*1,8
**1(*)*(=*)**2:*:*:*:*:*:21,12
**(=*)**(*(*)=*)*(*)=*,11
****(=*)*(*)**=*,10
*1***2=***3**3*2*1,11
*=*1(=*)****2*=***21,11
*=*1(=*)**(=*)(=*)*2:*:*:*:*:*:21,13
*********1****1,13
*=*1**=**2:*:*:*3:*:*:*:*:*:3:*:2*1,16
*1***2(*1)***1:*:*:*:*:1*2,13
*=*1:*:*2:*(:*3:*:*:*:*:*:1:3)****2,15
****(**(=*)**(*)(*)*)*=*,14
*=*1***2*1*=**2=*,10
*=*1(=*)*****1,8
*=*1**2**2*2:*:*:*:*:*:2*1,13
**(**(*)=*)*(*)(**(*)=*)*(*)=*,15
***1****1*:*:*:*:*,12
*.**1****=*1*(*)=*,11
*********(*)=*,11
*.**1*****1,8
*=*1***(=*)(=*)***1=*,11
*#**#**#*,6
*=*1**2***3****(=*1)*32,13
*=*1**(=*)(=*)*2**3:*:*:*:*:*:3**21,16
*=*1**2:*:*3:*:*:*:*:*:3:*:*:2*1=*,15
*****(=*)*****(=*)***,15
******(=*)*****(*)*,14
*=****(**(=*)=*)*=*,11
**(*)(*)*#*,6
***1:*:*2:*:*:*:*:*:2:*(=*):*:1**,15
*1**=***2**=**(***=*1)*2,15
*=*1***2*(***3**(=*)*=**32)*1,16
*1***2(**1)*1**3**(*1)**2*3,15
**(*)*(*)*(=*)**=*,10
*=*1:*:*2:*:*3:*(:*:*:2:*:1)****3,14
*1**2:*:*:*:*3:*:2:*(:*:*2:*:*:*:*:2:3)*1,16
**(*)(*)**(=*)=*,8
*1***2*(**1)*1******21,14
*=*(:*:*:*):*:*:*:*:*,10
*=*1*=**2*3***(*3)*21,11
*1***2*=*3*****3=**2*1,14
*:*:*:*1:*:*:*:*:*:1,9
*1***2(**1)***1(****1)*2,14
*=*1:*:*2:*:*3:*:*:*:*:3:*:*2:*(=*):*:1,15
***(*)(=*)**(*)(=*)**(*)(=*)**,15
**(=*)**(=*)(=*)**(*)(*)*,12
*=*1**2*=**1*1:*2:*(=*):*:*:1=*,14
********(=*)**(=*)=*,13
*=*1****=**2**(=*)**2**1,15
*=*1***2*****2**1,12
**(*****=*)*****=*,14
*=********1=****1,13
**(**(*)=*)*(=*)**(*)*(=*)*(*)*,16
*****1(*)****1,10
*=*1*****=***2**(**=*2)*1,16
*1**2*(*1)*1:*:*:*:*3:*:1*2****3,16
**(*)**(*)*(*)(=*)=*,10
***(=*)**(=*)**(*)(*)*,12
*=*1**2:*:*:*:*:*:2*12***=*2,14
****=**(*)=*,8
*=*1***2:*:*:*:*3:*:2*1****3,15
*1**2*(=*1)***1:*:*:*:*:*:12,13
*=*1*=****=***2:*:*:*:*:21,14
*=*1******(=*)*1,10
**(=*)*=**=**=**=**(*)=*,14
*=*1:*:*:*2:*(:*:1)**1(*****1)*=2,15
**1**2***1*2,8
**(=*)(=*)****(=*)**(=*)=*,13
**(=*)***(=*)*#*,9
*****(*=*)*(*)*,10
*1**2*=**1*=*2,8
*=*1***23*=***2**=*13,12
**(*)(*)*(**(*)(=*)=*)*=*,12
*=*1*************1=*,16
***(=*)**(*)=**(=*)**,12
****(=*)****(=*)=*,11
***(=*)*(*)**=*,9
*=*1**2(****2)*=*1,10
*:*:*:*,4
**(=*)=**#*,6
********=*,9
*=*1*2**2***=***2:*:*:*:*:*:21,16
*=*1:*:*(=*):*2:*:*3:*(:*:*:2:*:1)***3,15
*=*1*2*****2**2:*:*:*(=*):*:*:21,16
**(***=*)**=*,9
*=*1**2:*:*:*:*:*:2**2****21,15
*=*1*=**2:*:*3:*(:*:*:2*1=*)***=*3,16
*=*1**2*****23*****3*1,15
*.**(=*)*:*,6
*1****2:*:*:*:*:*:2*=***1,14
**(*)*(=*)***(=*)***(*)=*,14
**(*)*(*)*(=*)**(=*)=*,11
*1**=**=**=**=*1,10
*=*1***2**3****3**21,13
*=*1*=**2=*(****2)*1=*,12
*=*1(=*)**23***(*2)**32**21,13
*=*1:*(=*):*:1=*,6
*=*1*=***2***3**3*21,12
*=*1**2*3***(*=*3)*2*1=*,13
*=*1**2*3**3**=*2*=*1,12
***1(**)**=**=*1,10
*=*1*2****23*=***3*2:*:*:*:*:21,16
*=*1**(=*)(=*)**(=*)*1=*,11
****(=*)**(*)*(=*)***,13
*=*1**2:*(:*:*3:*:*:*:*:*:2:3)*=*1,14
****(*)****(*)*,11
*1*=**=*2*3**(*12)*1:*:*:*:*:*:1*3,16
*=*1*2=*(****2)**2:*:*:*:*:21,14
*1**=**=**=*1,8
*=*1**(=*)*2:*:*:*:*3:*:2*1***3,15
**(*)*=**=*(*#*)*(*)=*,12
*******(=*)*(*)**,12
*=*1**2(*****2)**=*1,12
***1:*:*:*:*:*:1*,9
**(*)=*1**(=*)**1=*,10
*=*1***2**2*****2****21,16
*=****1:*:*:*:*:*:1,10
*=*1**2:*:*:*:*:*:2**2(****2)*1,16
*1=*=*=*2:*:*:*:*:2=*1,9
*=***(******(=*)=*)*=*,14
*1***2(**1)**1:*:*:*:*:1*=*2,14
*1**23*4***5*4*4*2***4*53*1,15
*******(**=*)*(*)=*,13
*=*1(=*)**2*****21,10
*=*1***2(**3***(*3)*2)*1,13
*1*=*2*=**=**2*2:*:*:*:*:*:21,14
*=*1*=**(=*2*=**2=*)*=*1,12
***(=*)**#*,7
**(*)**(=*)*(*)(*)*(*)*(*)=*,14
*=*1****(=*)*1=*1****1,13
*=***1:*:*:*:*:*:1*1*****1,15
***=**=*(*)*=**=**,12
*=*1***2***=**21,10
****(=*)**(*)**,10
**#**=**#**,8
*1*=*2*=**=*3*=**4:*:*:*:*1:*:4*23,16
*1**2***1*1:*:*:*3:*:*:*:*:3:*:12,15
*=*1(=*)**2:*(:*:*3:*:*:*:*:*:2:3)*=*1,15
*1***2*(*1)**1*****12,13
*=*1***(=*)**1,8
*=*1**2:*:*:*3:*:*:*:*:3:*:2*1=*,14
*1**2***3=*(****3)*2*1,13
*=*1*****2***=*21,11
****(=*)*(=**)*(=*)***,13
*=*1******=***2**2**=*1,16
**(*)*(=*)***(=*)*=*,11
*=*1:*:*2:*(:*(=*):*:1)**(=*1**=**1)*2,16
*=*1:*2:*:*:*:*:*:2:*:*:*2:*:*:*:*:*:1:2,16
*1**2***2*1,7
**(**(*)=*)*=**(=*)=*,11
*1**2**=*3*****3*23**3*1,15
**(**(*)=*)*(=*)*=*,10
*=*1(=*)***2*3**(*=*3)*2**1,14
**(=*)*=*1***1,8
*=*1**23****2(*1)**(=*)*3,13
**=**(*)****(*)*,11
*1**2****3:*:*:*:*:3*2*1,13
*=*1**=**2=**=**3****312,14
*=*1***2*(***3*2***3=*)*1,15
*1***2*(*1)****1***=*2*1,15
*=*1*2***(*2)*1=*,9
*=*(=*)***********(=*)=*,16
*=*1***=*2*(*1)*=**1:*:*:*:*:*:12,16
*=*1**(=*)*2*=****=****21,15
**(=*)***(=*)***(=*)***(*)=*,16
***(=*)**=****=*,11
*=*1******2*1*1:*:*:*:*:*:12,15
*=*1(=*)***2:*:*3:*:*:*:*:*:3:*:21,14
*=*1****2:*:*:*(=*):*:*:21,12
*=*1**2(***2)**2:*:*:*:*:*:21,14
*1***2*(*1)**1:*:*3:*(:*:*:12)***3,16
*=*1**2**3***(=*)*3*2*1,13
*1**=*2*(*1)**=*1****12,13
*=*1***2(**3***2*3)*1,12
*:*:*(:*):*(:*):*,7
*1*=***2:*:*:*:*:2*2:*:*:*:*:*:21,15
*:*:*1:*:*:*:*:1,7
*=*1*****2:*:*3:*:*:*:*:*:3:*:21,15
*=*1***2(*******2)*(=*)*1,15
*1***2=*(*1)***1(****1)*2,14
*1***2*(*1)***1=*2****1,14
*1***2(*1)***1*2***12****2,16
**(*)**(*)*(=*)**(*)(=*)=*,13
**=*1**2***1*2,9
*=*1******=**2****(*2)*1,16
*=****(=*)**=*,9
*=*1*=**(=*)*2:*1:*:*:*1:*:2*(=*)**1,16
*=*1***2**3:*:*:*:*:*:3*=*2*1,15
*=*1****2**3(*****3)**21,15
*1***2(**1)***1*****1*2,15
*=*1***2(*****2)*2:*:*:*:*:21,15
*=*1***2=**3=*(****3=*)**12,15
***=*1***(=*)**1,10
*=*1*=*2***=*2*2:*:*:*:*:*:21,14
*=*1**2*(=*)**(=*)*2=*2**=***12,16
***(=*)***(*)(*)=*,10
*1**2*3**1**2*3,9
*****1****1,9
*=*1**2***3=*(***3=*)**2*1=*,16
**(=*)****(=*)***(*)(*)*,14
*=*1***=**2:*:*:*:*:*:2*1,13
**(=*)*****(**=*)*(*)=*,14
*1=*=**2:*:*:*:*3:*:*:*:*1:*:2:3,13
**=**#**(*)=*,8
*=*1***2=*1**1****1**2,14
*1**2***=*2*=*1,9
****(*)=*(*)*(*)*=*,11
*=*1**2(****3:*:*:*:*:*:32)**1=*,16
*=*1****12***1****1*2,14
*=*1**2(*=*1)*(=*)**1:*:*:*:*:*:12,15
***(=*)**(*)***(*)**=*,14
*=*1*=****2:*:*:*:*:*:21,12
*1***2(**1)*=**1(**=**1)*1**12,16
*=*1***2**(=*)*(=*)**2*1,13
*=*1:*:*:*:*:1=*1**=*2***=**21,15
**(*)**(**(=*)=*)*(*)=*,12
**(=*)***=*(*)*,9
*:*:*(:*:*):*(:*):*,8
**=***#*,6
***********,11
*=*1****2***(=*)*(=*)*21,13
*1**2*=**3**(***2*=*1)*=*3,15
*=*1**2**3**2**1*3,11
*=*1**(=*)*2(***=**2)*1,12
*1***2*(*1)**1****12,12
*=*1*2***3(*****13)*=*2,13
**=*1*(=*)**(=*)**1=*,11
*=*1**=*2***3:*:*:*:*:*:3*2=*1,15
*=*1**=**12**2,8
*****(*)*(*)(*)*,10
*****(*)(*)*,8
*=*1**23**1***2*1:*:*:*:*:*:1*3,16
*=*1(=*)***23**(**21)*=*3,12
*.*.**:*:*:*:*,8
*=****(**=*)*=*,10
*1*=**=*2*=***12,9
*:*:*1:*:*:*:*:*:1:*:*,10
*1**2**3(***=*3)**2*=*1,13
*******(=*)******(*)=*,16
****(=*)***(=*)**(*)(*)*,14
*1*2**3**1**3*2,9
***(=*)****#**,10
*********(*)=**#*,13
*1***2=**3:*:*:*:*:*:3**2*1,14
*=*1**(=*)*2:*:*:*:*:*:2**1=*,14
*=*1**2(***2)*1,8
*=*1*2**3***1*31****(=*)*1=*2,16
*=*1**2(**2)*=*2*=**=*12,12
*=*1**2:*:*:*:*:*:2*1=*1*****1,16
*****=*(**=*)*(*)=*,12
***1******1,9
*=*1**2*3**3*=**=****2*1=*,16
*=*********1****1,14
*=*1**2*=**3:*:*:*:*:*:3*(=*)*2*1,16
*1**2**3***2*3*1,10
**(*)**(**(=*)**(*)(*)*)*(*)=*,16
*1***2:*:*3:*:*:*:*:*:3:*:2**1,14
*=****(=*)*(*=*)*#*,11
**=*1*=***1=*,8
*****:*:*:*,8
*1**2(*1)***1:*:*:*:*:12,11
*=*1*2*****2*2:*:*:*:*:*:2*1=*,16
*=*1***(=*)*2****2*(=*)**1,15
*=*1*=***2=*1*1*****1**2,15
****(=*)(**)**(*)*(*)=*,13
*=*1****2**(=*)***2*1,13
*=*1****2**3(***2*1)**3,14
*1**2***(***3***(*3)*=*1)*2,16
*=*1***=*****=**1,12
****(*(*)*)*(=*)***,12
****=**,6
*****(*)*=*,8
*****=*1:*:*:*:*:*:1,11
**=*(*)****=*(*)*,11
*=*1*=*2**=**3:*:*:*:*:*:3*2*1=*,16
*=*1*****12****2=*,12
*=*1*********(=*)***1,15
**=*(*)**(*)(*)=*,9
***(*)(=*)*****(*)(=*)=*,13
*=*1***(=**=*2****2)*1,13
*1**2**3**(*1)*3*2,10
*=*1**2*3*****3(*1)*=**2=*,15
*=*1***2*1***13**1****23,15
*=*1*=**2:*:*3:*(:*:21)****3,13
*=*1*=**2**(=*)*3:*:*:*:*:*:3*2=*1,16
*=*1:*:*:*:*:1=*1**=**1,11
*=*1****=***2*=****21,14
*=*1*****2:*:*:*:*(:*:2)****1,16
***(=*)***(**=*)*(=*)**,14
****=****(=*)**(*)(*)*,14
*******=**,9
*:*:*:*:**=**1*****1,13
*=*1*=*2*(=*1)*1:*:*:*:*3:*:*:*:*2:*:1:3,16
***=***(=*)**,9
*=*1**(=*)*2=*(**3*=****3*2)*1,16
**(*)=**=**=*,8
*=*1**23**4***=**4**2(*1)*3,15
****(**(*)(*)*)*=*,11
***(=*)****(=*)**(*)*,13
*=*1*2*=***2=****2:*:*:*:*:*:21,16
****(=*)****(*)*(*)=*,13
****(***)**(*)(*)=*,12
*=*1***2**(=*)*3*****3*2*1,16
*=*1**2**=**3**3*=***2*1=*,16
*=*1**=***2****2***=*1,15
*=*1**2***3***4*(=*)**(*1)*324,16
*=*1:*:*2:*:*3:*:*:*:*:*:3:*:*2:*(=*):*:1,16
*=*1**23****2(***3)*1=*,13
***(**(=*)***(=*)**)*(*)=*,15
**(=*)***(=*)***(*)(*)*,13
*1**2**=*3****3(*1)*2,12
*=*1**2**=**2*2:*:*:*:*:*:21,14
*=*1******2***(=*)*2*1,14
******(*)***(*)=*,12
*=*12***(**1)**2,9
**=**(*)=*,6
**********(*)=*,12
*=*1***2(***3**32)*1,11
*=*1**2=****2=*1,9
*=*1****2*=**=**21,11
*=****1****(=*)*1,11
*=*1*=**(=*)*2=*1**1***=**1*2,16
*=*1**2:*:*:*:*:2*=*1,10
***(*)***(*)(*)=*,10
*1**2:*:*3:*(:*:*:2*1)*=**3,12
*=*1*****2*****21,12
*=*1****2=**3:*:*:*:*:3**12,14
*1***2:*:*:*3:*:*:*(:*:2:3)*1,12
**(*(*)*(*)(*)*)*(*)=*,11
**(*)(*)*=**=*,8
*****(*)(=*)***(*)(*)**,14
*=*1*=***2:*:*:*:*:21,10
*=*1**2**3:*:*:*:*:3*(=*)*2*1=*,15
*=*1***2(****2)*(=*)*1,12
***1****=*1,8
*=*1**=***12*****2,12
*=*1**2**1*1**=**21,11
*=*(:*):*:*:*,6
*=*1*=**2(***3(*****3)*2)*=*1,16
*1*=**=**=*1,7
*1:*:*:*2:*(:*:1):*:*1:*3:*:*:*:*:3:*:*:*:2:1,16
*1*=**2:*:*:*:*:2*=*1,10
*=*1**23***1**2**(=*)*1**13,15
*********(=*)*=*,12
**(*)=**=*,6
**(=*)*(***(*)(*)*)**=*,13
**(*)****=*(*)*,10
*=*1**(=*)*2:*(:*:*3:*:*:*:*:*:2:3)*1,15
**(=*)*****=*,9
*=*1***2:*:*3:*(:*:*:21)***3=*,14
**(=*)*****(=*)*****=*,15
******(*)*(=*)**(***)*=*,16
*1****2=****2**1,11
*=*1(=*)**2(****2)*=*1,11
*=*1***23*****2*=***13,14
*=*1**(=*)*2:*:*3:*:*:*:*:*:3:*:2*1,15
*1***2*(*1)***13***(**21)*3,15
*1**2***3**3***=***2*1,15
*1**=*2****3:*:*:*:*(:*:32)*1,14
*=*1**2=*(****2)*2:*:*:*:*:*:2*1,16
**(*)*(*)*(=*)*(*)*,10
*=*1***2=*(****2)*1,11
**(**=*)*=**(*)=*,10
*=*1**2=***3****3*2=*1,13
*1***2(*1)***1*=***12,12
*1**2***3=*****3*2*1,13
*1**2**3*2*(*1)**1:*:*:*:*:*:13,15
*1***2**3*=***3**2*1,13
*=*1**2(**3***2*3)**1=*,13
**=*(*)*(=*)*******=*,14
*=*1:*:*(=*):*2:*(:*:1):*:*(=*):*1:*:*:*:*:1:2,16
*=*1***2=***3*****3*2*1,15
*=*1**2*****23****3*1,14
*1=**2*3*1*1*4*=**(*43)*21,12
*:*:*:***1***2:*:*:*:*:*:21,14
*=*1**(=*)(=*)*2:*:*3:*:*:*:*:*:3:*:*:21,16
*****1:*:*:*2:*:*:*:*:2:*:1=*,14
**(*)(*)***(=*)=*,9
*=*=*1**2:*:*:*:*:*:2*1,11
*=*1****2:*1:*:*1:*:2****1=*,15
*************,13
*=*1**2*****23***1*3,13
*1******2****2****1,15
****=*1*(=*)***1=*,11
*1*2:*:*:*:*:21,6
*=*1***2*(=*1)**1:*:*:*:*:*:12,14
****(*)****(*)****(*)*,16
**(*)(*)*(=*)=*,7
*1**2**3:*:*:*:*:3*3:*:*:*:*(:*:32)*1,16
*=*1*=**(=*)*2:*:*:*(=*):*:*:*:21,14
*1***2*(*1)***1*2***12**2,15
**(**(*)=*)*=**(=*)(=*)*(*)(*)*,15
*1***2(*1)**1***2*2:*:*:*:*:*:21,16
****(**=*)*(=*)*(*)=*,12
*=*1*****=**2**(=*)*(=*)*2*1,16
*.****:*:*,7
*=*1*2(**2)*2**3****31*=*2,14
*=*1******2*(**1)**(=*)*2=*,16
*1**=***2****2**=**1,14
*1*2**1*1:*:*:*:*:*:1*2,11
*=*1***23*****=**12*3,13
*1***2=*(*1)*1***2**1,12
**(*)(*)**(*)(*)*,9
*=*(*:*)*:*:*:*:*,9
*=*1**2(**1=*)*(=*)**1:*:*:*:*:*:12,16
*=*1*2*=***2***2:*:*:*:*:*:21,15
*=*1**2*=*****=***2*1=*,15
*=*1(=*)*=*2****2*2:*:*:*:*:*:21,15
*1***2(**1)****1:*:*:*:*:*:1*2,16
***(=*)*******(*)(=*)=*,14
**(*)(*)**(=*)**(*=*)*(*)(*)*,15
*****(=*)***(=*)**,12
*=*1*=**=*2**=**12,10
*****(****)*(=*)***(*)=*,16
*=*1******(=*)***=***1,15
*=*1**(=*)*2(***3(****3)**2)*1,16
*=*1:*:*:*:*2:*:1**1=*(****1)*2,15
*=*1*=*2***3****1*32,12
*=*1**2*=***=*2*=*1,11
*1*******=*******1,15
*=*1*****2**2**1,11
*=*1**2***3=**(=*)**3(*2)*1,14
*=*1**2****3**=**3*2*1,14
**(=*)**(**(=*)*=*(*)*=*)*(*)=*,16
*=*1**2*1****2(=*)=*,11
***(=*)*(**(=*)***=*)*(*)*,15
***(**)*(=*)**(*)(*)*,12
*=*1**2**(*1)**1(**1)*2,12
*=*1***2*3*****3***2*1=*,16
*=*1**2**=***2*1,10
*1**2**(*1)*1:*:*3:*:*:*:*:*:3:*:*:12,16
*1**2***3:*:*:*4:*:*:*:*:4:*:3*2*1,16
*=*1***2*3**(*=*3)*21,11
*1***2(*1)**=*1*=****1*2,14
***(=*)**(**(=*)*=*)*(=*)**,15
*=*1****2=*1***1***=*12,14
*****(*)**(*)=*,10
*=*1:*:*(=*):*2:*:1*1***2*=*1,13
***(=*)*******#*,12
*=*1****2*3****(*3)**21,14
*1**2**3(****3)**2*1,12
*=*1****2:*:*:*:*:*:2***1,14
*=**=**=**=**=*,10
*=*1**(=*)*2*3**(*=*3)*21,12
*=*1:*:*:*2:*:*3:*:*:*:*:*:3:*:*2:*:1,15
*1**2**3**=**3*3:*:*:*:*(:*:32)*1,16
**(=*)**=***(*)=*,10
*1***2:*:*3:*(:*:*:2**1)****3,15
*=*1***2***=*21,9
*=*1*2****3*=***(**2)*31,14
*****(*)(=*)**(*)(*)=*,12
*1*2**3**1*1**2*31,10
**(*)(*)**(=*)******(=*)=*,15
*1**2*=***2*2:*:*:*:*:*:2*1,14
*****1*(=*)**2:*:*:*:*:*:21,14
*=*1*=*2****3*=****1*(=*)*32,16
*1***2***(**1)*2,10
*****(=*)**(*)(*)*(*)(*)*,14
*1**=**2(*1)****1:*:*:*:*:*:1*2,16
*=*1**=***2*3*=**(=*)*3***21,16
*=*1*=**(=*)*=*1,8
*=*1:*:*:*2:*:*:*:*(=*):*:2:*:1=*,13
*=*1**=***(=*)*1,9
*1***2*(*1)*=*1*=**=**21,13
****(=*)**(**)*(*)*,12
**(*)*(=*)********(=*)=*,15
*=*1***=**2:*:*:*:*:21,11
*1***2*=*3:*:*:*:*:3=**2**1,14
*=*1**2******2=*1,11
*=*1***2*1**2=*,9
*=*1***2**1**1:*:*:*:*:*:12,14
*=*1**=**=**=*1,9
*=*1**=****=****=*1,13
*=*1***2(*1)**1:*:*:*:*:*:1*2,14
*=*1*2****1*1:*:*:*:*:*:1*2,14
*=*1:*:*2:*:*:*:*2:*:1,9
*1*=**2**3:*:*:*:*:*:3*12,12
*****(=*)*(*)*(*)*,11
**(****=*)*(*)(*)*,11
*=*1***(=*)*2****21,11
*1*=**2*1*=**1:*2:*:*2:*:*:*:*:*:1:2,16
**#****(=*)***=*,11
*=*1:*:*:*(=*):*2:*:1**=**2,12
*1**2=*(*1)*1*(**2)*=**12****2,16
*=*1*=****2**2***=*1,13
**(=*)**(*)(*)**=*,10
*=*1*2**3***1*3*2,10
*1*=**2=**3:*:*:*:*:*:3**12,13
***(=*)*(*)*=*(*)*=**,12
*=*1**23***(*2)*2*(***2=*)*3=*1,16
*1*2*(**3:*:*:*:*:*:32)*2:*:*:*:*:*:21,16
